id,host_id,calculated_host_listings_count,price,availability_365,property_type,room_type,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,number_of_reviews,review_scores_rating,review_scores_communication,review_scores_checkin,reviews_per_month,picture_url,neighbourhood_cleansed,latitude,longitude,Standardization_Score,Neighborhood_Impact
1353582680235461409,21521843,1,,365,Entire rental unit,Entire home/apt,within a few hours,100%,f,t,2,5.0,5.0,5.0,0.4,https://a0.muscache.com/pictures/hosting/Hosting-1353582680235461409/original/e59f9cb6-bd0f-4ca2-9226-96c2806b9e71.jpeg,Élysée,48.87503961408821,2.3264189284038856,1,0
1354385071797382983,678274244,1,,10,Entire rental unit,Entire home/apt,within an hour,100%,f,t,7,5.0,5.0,4.86,1.38,https://a0.muscache.com/pictures/hosting/Hosting-1354385071797382983/original/7089ad2e-a138-457b-90f2-6010e7fe42b4.jpeg,Élysée,48.87462,2.29575,0,-1
1354426278009980392,6868907,3,,324,Entire rental unit,Entire home/apt,within an hour,100%,t,t,14,5.0,5.0,4.86,2.66,https://a0.muscache.com/pictures/hosting/Hosting-1354426278009980392/original/1226293b-5eab-45bf-8563-865e79052c48.jpeg,Élysée,48.872256,2.3054685,0,0
1354999947860771115,678427660,1,,69,Entire rental unit,Entire home/apt,within an hour,75%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1354999947860771115/original/a73a42fd-7f0a-4cdb-863c-c2e84c1c9fd2.jpeg,Élysée,48.87418003066487,2.299569731962664,1,1
1356355978030241489,28313443,135,,344,Entire rental unit,Entire home/apt,within an hour,100%,f,t,16,4.69,4.63,4.81,2.35,https://a0.muscache.com/pictures/prohost-api/Hosting-1356355978030241489/original/41dc8425-2b0e-4062-b233-e7b2d40d1433.jpeg,Élysée,48.876465,2.315061,1,1
1358758766372326962,101556618,3,,89,Entire rental unit,Entire home/apt,within a day,82%,t,t,2,5.0,5.0,5.0,0.44,https://a0.muscache.com/pictures/hosting/Hosting-1358758766372326962/original/a53bcc76-fd9c-4605-ae2c-914674d8cef8.jpeg,Élysée,48.87271022617822,2.3000201518735937,0,0
1356386315729951049,524851930,184,,285,Entire rental unit,Entire home/apt,within an hour,100%,t,t,16,4.31,4.5,4.44,2.53,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM1NjM4NjMxNTcyOTk1MTA0OQ==/original/12b5d6a6-e02b-4c55-80d7-eca69b329255.jpeg,Élysée,48.8706045,2.3091347,1,0
1358833419629235014,14850537,1,,306,Private room in rental unit,Private room,within a few hours,90%,f,t,16,4.94,5.0,4.94,3.78,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM1ODgzMzQxOTYyOTIzNTAxNA==/original/e43166cc-a3de-4839-b24c-972f60b8f91e.jpeg,Élysée,48.8777944541097,2.3149303398313013,0,0
1355564589418719119,655400171,8,,276,Entire rental unit,Entire home/apt,within an hour,100%,t,t,41,4.98,4.9,4.95,5.94,https://a0.muscache.com/pictures/miso/Hosting-1355564589418719119/original/3c658fac-ba22-4339-9313-3eb73f0b6781.jpeg,Élysée,48.872690561814025,2.303644098902399,0,-1
1355783860420601144,517515174,44,,0,Entire rental unit,Entire home/apt,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/prohost-api/Hosting-1355783860420601144/original/443b5d0f-2076-4b81-885c-4895af129511.jpeg,Élysée,48.8725,2.31911,-1,1
1360683907820984033,586019284,13,,320,Entire rental unit,Entire home/apt,within an hour,99%,t,f,3,5.0,5.0,4.33,0.54,https://a0.muscache.com/pictures/prohost-api/Hosting-1360683907820984033/original/c8c6992b-77c7-41e1-b78d-1d600d394101.jpeg,Élysée,48.8718722,2.3176432,1,-1
1360683909446312693,586019284,13,,330,Entire rental unit,Entire home/apt,within an hour,99%,t,f,29,4.79,4.9,4.72,4.35,https://a0.muscache.com/pictures/prohost-api/Hosting-1360683909446312693/original/3fc0b567-583c-45f5-9149-58b68b9a85c5.jpeg,Élysée,48.87113979999999,2.3236099,1,0
1360860117142138693,550616887,77,,29,Entire rental unit,Entire home/apt,within a day,100%,,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/prohost-api/Hosting-1360860117142138693/original/b9b793c9-bafa-40f5-8e51-6ab4ed8aadc1.jpeg,Élysée,48.8769273,2.3144461,1,-1
1358169476898991625,413145809,1,,39,Entire rental unit,Entire home/apt,N/A,N/A,f,t,4,4.5,4.75,4.75,0.68,https://a0.muscache.com/pictures/miso/Hosting-1358169476898991625/original/861f4143-8285-4011-9f2f-6ba31566816a.png,Élysée,48.871118174838266,2.313179961685789,0,1
1360164488403976732,586019284,13,,314,Entire rental unit,Entire home/apt,within an hour,99%,t,f,19,4.84,4.84,5.0,3.22,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM2MDE2NDQ4ODQwMzk3NjczMg==/original/5dc7f87a-7f59-4333-b1a7-7a6524e0531d.jpeg,Élysée,48.87113979999999,2.3236099,-1,0
1358564944274463304,677113865,4,,313,Entire rental unit,Entire home/apt,within an hour,98%,f,f,9,4.56,4.89,5.0,1.49,https://a0.muscache.com/pictures/prohost-api/Hosting-1358564944274463304/original/bace9e31-21b6-4be6-b7fb-5424efa3a911.jpeg,Élysée,48.8718722,2.3176432,1,1
1360365221167088717,344916015,14,,365,Entire rental unit,Entire home/apt,within an hour,94%,f,f,3,4.67,4.67,5.0,0.78,https://a0.muscache.com/pictures/hosting/Hosting-1360365221167088717/original/5854423a-3856-43b3-b217-01e113c0ae3c.jpeg,Élysée,48.87208,2.3106,0,-1
1362210670226127044,503647888,44,,335,Entire rental unit,Entire home/apt,within an hour,99%,f,t,7,4.57,4.43,4.57,1.31,https://a0.muscache.com/pictures/prohost-api/Hosting-1362210670226127044/original/e5d3b06f-cfa7-4a30-8197-ab999d69b666.jpeg,Élysée,48.87418,2.30781,1,-1
1364437159178100227,489811683,73,,347,Entire rental unit,Entire home/apt,N/A,N/A,t,t,7,4.57,4.86,4.86,2.02,https://a0.muscache.com/pictures/prohost-api/Hosting-1364437159178100227/original/4690192e-d334-4e8d-8956-e89da36324a9.jpeg,Élysée,48.882224,2.3221157,0,1
1361435393190497551,563248085,76,,332,Entire rental unit,Entire home/apt,within an hour,100%,f,t,13,4.85,4.85,4.62,2.47,https://a0.muscache.com/pictures/prohost-api/Hosting-1361435393190497551/original/6db78a94-af96-4867-9e74-c1b328685faa.jpeg,Élysée,48.873336,2.3036499,0,-1
1364448017356446941,489811683,73,,363,Entire rental unit,Entire home/apt,N/A,N/A,t,t,11,4.27,4.27,5.0,1.79,https://a0.muscache.com/pictures/prohost-api/Hosting-1364448017356446941/original/df9e29bd-c61f-42a8-a8b7-a1225ca63c50.jpeg,Élysée,48.86575,2.3026,0,1
1364647881053307736,671615795,10,,6,Entire rental unit,Entire home/apt,within an hour,100%,f,f,15,4.73,4.87,4.4,2.38,https://a0.muscache.com/pictures/miso/Hosting-1364647881053307736/original/1c58b7be-e4fc-494f-8242-42a01f49c0b6.jpeg,Élysée,48.87683,2.31555,1,1
1361613530714497138,106497413,1,,118,Entire rental unit,Entire home/apt,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM2MTYxMzUzMDcxNDQ5NzEzOA==/original/4874510c-5661-45db-9026-ed71949e5829.png,Élysée,48.8737564,2.3124375,1,0
1363026485491366574,257138374,1,,0,Private room in rental unit,Private room,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-1363026485491366574/original/f3d1bc7b-3659-4710-ac99-b9b70427bce7.jpeg,Élysée,48.87909550593275,2.31562240945841,-1,-1
1365081852415604081,567550406,5,,361,Entire rental unit,Entire home/apt,within an hour,96%,f,t,26,4.42,4.92,4.69,4.04,https://a0.muscache.com/pictures/hosting/Hosting-1365081852415604081/original/d70cd311-9e6d-41f7-96b0-e9744e4a6195.jpeg,Élysée,48.8788990948494,2.3048080513777696,0,1
1366561277239605936,7178965,52,,8,Entire rental unit,Entire home/apt,within a few hours,99%,t,t,5,4.8,5.0,5.0,0.98,https://a0.muscache.com/pictures/prohost-api/Hosting-1366561277239605936/original/b366705e-1e37-4f45-a2fe-8c9986760d42.jpeg,Élysée,48.8822357,2.3227697,1,-1
1366570916658384481,4777697,34,,349,Entire rental unit,Entire home/apt,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1366570916658384481/original/8822bb50-05ee-4e3a-8692-23f1a7ab1a06.jpeg,Élysée,48.87126,2.31641,1,1
1365215060036138469,541551090,48,,57,Entire rental unit,Entire home/apt,within an hour,98%,f,t,24,4.67,4.52,4.26,3.77,https://a0.muscache.com/pictures/miso/Hosting-1365215060036138469/original/354c140e-1a9d-40e9-8846-fe1103c2eff6.jpeg,Élysée,48.86837,2.30392,0,1
1363645068719672089,507428086,8,,322,Entire rental unit,Entire home/apt,within an hour,100%,f,t,25,4.2,4.64,4.68,5.17,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM2MzY0NTA2ODcxOTY3MjA4OQ==/original/e0afbf74-4a99-459f-83b1-15e0ea021cbd.jpeg,Élysée,48.870833957301485,2.312053833775924,-1,0
1366746794717675352,517086890,19,,357,Entire rental unit,Entire home/apt,within an hour,98%,f,t,2,3.0,4.5,4.5,0.74,https://a0.muscache.com/pictures/miso/Hosting-967075654230165528/original/4fadf6f0-0f14-4a79-89b6-6e14fa37399e.jpeg,Élysée,48.87458,2.3057,0,0
1365490132765976571,546600538,3,,354,Entire rental unit,Entire home/apt,within an hour,100%,f,t,2,5.0,4.5,4.5,0.41,https://a0.muscache.com/pictures/hosting/Hosting-1365490132765976571/original/ea02bf25-4bbb-4915-8cb8-8dc9fa90b489.jpeg,Élysée,48.86983,2.302574,-1,-1
1365768408887550162,677113865,4,,332,Entire rental unit,Entire home/apt,within an hour,98%,f,f,9,4.56,4.67,4.33,1.49,https://a0.muscache.com/pictures/prohost-api/Hosting-1365768408887550162/original/034af4e8-6d6b-456f-b424-996462565038.jpeg,Élysée,48.872864,2.3260456,-1,-1
1367410988415033017,570737124,3,,361,Entire rental unit,Entire home/apt,within an hour,100%,f,f,1,5.0,5.0,5.0,0.3,https://a0.muscache.com/pictures/miso/Hosting-1367410988415033017/original/cdc1e6a0-b87f-46e9-98e9-b9a584580119.jpeg,Élysée,48.8728937,2.3045043,1,1
1365894698486867830,22805631,45,,77,Entire rental unit,Entire home/apt,within an hour,94%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/prohost-api/Hosting-1365894698486867830/original/94cbedf9-9c3c-4fe4-937b-c90aca8438a8.jpeg,Élysée,48.874657019994885,2.30105560011522,1,-1
1369023483028529289,541525637,10,,325,Entire rental unit,Entire home/apt,within an hour,100%,t,t,30,4.73,4.93,4.8,4.62,https://a0.muscache.com/pictures/hosting/Hosting-1369023483028529289/original/c4d8816a-c326-4d1d-839a-72938d9f1c1f.jpeg,Élysée,48.870783219908525,2.3133251942850346,1,0
1369038298082648024,510477752,11,,362,Private room in rental unit,Private room,within an hour,100%,t,t,6,4.83,4.83,4.83,1.25,https://a0.muscache.com/pictures/miso/Hosting-1369038298082648024/original/d8fa6777-b1ac-406f-8d05-8d75ad9d9003.jpeg,Élysée,48.86921,2.30401,0,-1
1368820883296784519,682124608,1,,41,Entire rental unit,Entire home/apt,within an hour,100%,f,t,18,4.44,4.78,4.61,2.84,https://a0.muscache.com/pictures/prohost-api/Hosting-1368820883296784519/original/466397c0-1fc2-47ae-becc-92fe523bcb1c.jpeg,Élysée,48.8725782,2.3019422,-1,1
1370817156709615180,123745971,70,,138,Entire rental unit,Entire home/apt,within an hour,100%,t,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM3MDgxNzE1NjcwOTYxNTE4MA==/original/eceb1ad5-d2ad-49e2-b8e9-4efa533424ff.jpeg,Élysée,48.87091971328636,2.3002843177112133,0,1
1370857135134307699,28313443,135,,318,Entire rental unit,Entire home/apt,within an hour,100%,f,t,6,4.83,5.0,5.0,1.4,https://a0.muscache.com/pictures/prohost-api/Hosting-1370857135134307699/original/2714c48d-e2d8-4e59-8d30-a0cdc9c70b6c.jpeg,Élysée,48.8746581,2.325753,0,0
1372419541744619340,667252122,25,,203,Entire rental unit,Entire home/apt,within an hour,100%,t,t,20,5.0,4.95,5.0,3.59,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM3MjQxOTU0MTc0NDYxOTM0MA==/original/0e1b912b-4bf3-49a7-be1a-70736fc77516.jpeg,Élysée,48.8682651,2.303443,1,-1
1370290257703225891,338954551,147,,138,Entire rental unit,Entire home/apt,within a day,88%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM3MDI5MDI1NzcwMzIyNTg5MQ==/original/40d34369-2c2b-4870-8514-4640a0cb42a4.jpeg,Élysée,48.8708,2.3214,1,-1
1373737960239628837,677367588,1,,0,Entire rental unit,Entire home/apt,within an hour,100%,t,t,15,5.0,4.93,5.0,2.98,https://a0.muscache.com/pictures/miso/Hosting-1373737960239628837/original/6a649721-9872-454a-9d65-0a6b099197f8.jpeg,Élysée,48.87019,2.31055,0,-1
1372568787276872678,382446772,1,,22,Entire rental unit,Entire home/apt,within an hour,100%,f,t,9,4.78,4.89,5.0,1.47,https://a0.muscache.com/pictures/hosting/Hosting-1372568787276872678/original/92ba0a20-a060-4df8-94a5-218ba4d6d739.jpeg,Élysée,48.87563030579089,2.299436747171715,-1,0
1372605301732934054,78647411,1,,87,Entire rental unit,Entire home/apt,within a day,100%,f,f,1,5.0,5.0,5.0,0.24,https://a0.muscache.com/pictures/miso/Hosting-1372605301732934054/original/92e93bf2-55bb-4c38-8b39-2513e18b0e28.jpeg,Élysée,48.87218,2.29818,-1,0
1373849173478933232,26981054,48,,303,Entire rental unit,Entire home/apt,within an hour,100%,f,t,1,1.0,1.0,4.0,1.0,https://a0.muscache.com/pictures/prohost-api/Hosting-1373849173478933232/original/5056415b-0170-48b2-ab35-718129c80a74.jpeg,Élysée,48.88052813582206,2.3223558747776667,-1,-1
1373159559640718643,123745971,70,,179,Entire rental unit,Entire home/apt,within an hour,100%,t,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM3MDgxNzE1NjcwOTYxNTE4MA==/original/eceb1ad5-d2ad-49e2-b8e9-4efa533424ff.jpeg,Élysée,48.86953269557754,2.29894380544756,0,-1
1374100844432216299,42322216,8,,50,Entire rental unit,Entire home/apt,within an hour,100%,t,t,9,4.89,4.67,4.89,1.73,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM3NDEwMDg0NDQzMjIxNjI5OQ==/original/b195f51d-822c-4c5b-b016-ab34b114833a.jpeg,Élysée,48.86919714060063,2.320368976057438,-1,0
1374453732179603384,28313443,135,,322,Entire rental unit,Entire home/apt,within an hour,100%,f,t,7,5.0,5.0,5.0,1.17,https://a0.muscache.com/pictures/prohost-api/Hosting-1374453732179603384/original/927827d0-afa1-4ad6-9fb1-920b07ad0d4c.jpeg,Élysée,48.8716951,2.3071035,-1,-1
1375480798367389235,541525637,10,,331,Entire rental unit,Entire home/apt,within an hour,100%,t,t,11,4.18,4.82,4.45,2.0,https://a0.muscache.com/pictures/hosting/Hosting-1375480798367389235/original/69caddf3-8182-45d4-83c1-93a47c007c3d.jpeg,Élysée,48.86735915363546,2.3080262795914623,1,0
1375973583675623158,474454040,9,,297,Entire rental unit,Entire home/apt,within an hour,100%,f,t,5,3.6,4.75,5.0,1.18,https://a0.muscache.com/pictures/prohost-api/Hosting-1375973583675623158/original/8cacc8af-62f8-4047-b2fa-91c8e996ac63.jpeg,Élysée,48.87212,2.30642,-1,-1
1378326773059411202,394495009,3,,228,Entire rental unit,Entire home/apt,within an hour,90%,f,t,1,5.0,5.0,5.0,0.59,https://a0.muscache.com/pictures/hosting/Hosting-1378326773059411202/original/46f3352a-2d36-415c-9df8-06437077500e.jpeg,Élysée,48.87792983957709,2.2999087419648685,-1,0
1378802496160407195,71089688,1,,343,Entire rental unit,Entire home/apt,within a few hours,90%,f,t,7,4.86,5.0,4.86,1.42,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM3ODgwMjQ5NjE2MDQwNzE5NQ==/original/f38144b7-9ed2-41ed-8695-cf741a643e8e.jpeg,Élysée,48.87066215689386,2.3100940492181,0,-1
1379571334510689288,338954551,147,,74,Entire rental unit,Entire home/apt,within a day,88%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/prohost-api/Hosting-1379571334510689288/original/53f7f244-fba5-461e-99a8-3edb133f5fa0.jpeg,Élysée,48.87216016835111,2.297924326748765,-1,-1
1378881557964311969,662775977,2,,348,Entire rental unit,Entire home/apt,within an hour,100%,t,t,11,5.0,5.0,4.91,1.83,https://a0.muscache.com/pictures/prohost-api/Hosting-1378881557964311969/original/0f0e111f-ee76-4e43-aefc-503c2cc77971.jpeg,Élysée,48.8708098879368,2.310895000482791,0,1
1378913383743426318,62294829,1,,21,Entire rental unit,Entire home/apt,N/A,N/A,f,f,1,4.0,4.0,5.0,0.32,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM3ODkxMzM4Mzc0MzQyNjMxOA==/original/a96a2f0d-d31f-457c-a410-a3144fdea314.jpeg,Élysée,48.88071499342673,2.318690232932568,-1,-1
1378959493211804030,447083632,15,,281,Entire rental unit,Entire home/apt,within an hour,100%,f,t,14,3.93,4.64,4.93,2.75,https://a0.muscache.com/pictures/prohost-api/Hosting-1378959493211804030/original/3b05cc36-416c-439a-8377-b7abe2492875.jpeg,Élysée,48.87414,2.3097,-1,0
1379120788276104515,567834517,3,,254,Entire rental unit,Entire home/apt,within a day,60%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1379120788276104515/original/f35c55d5-d513-4aae-a0b4-e57c978f74ec.jpeg,Élysée,48.8663107,2.3088617,-1,-1
1380334929721273215,338954551,147,,147,Entire rental unit,Entire home/apt,within a day,88%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/prohost-api/Hosting-1380334929721273215/original/ceff6c3a-f708-4651-acb9-78073b210f48.jpeg,Élysée,48.8758,2.31707,0,-1
1383899788003908106,4777697,34,,61,Entire rental unit,Entire home/apt,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-1329556391302746168/original/e2d137b4-4db2-4b23-8dfe-b9affeff5335.jpeg,Élysée,48.88211,2.32417,0,1
1381700547730748725,165306,1,,141,Entire rental unit,Entire home/apt,within an hour,100%,f,t,6,5.0,5.0,5.0,1.88,https://a0.muscache.com/pictures/miso/Hosting-1381700547730748725/original/ef58d569-d6b3-4fcb-8c6d-3c72415b0a3d.jpeg,Élysée,48.86969,2.32549,1,1
1384674722728984396,335998296,204,,299,Entire rental unit,Entire home/apt,within an hour,100%,f,t,11,4.82,4.82,4.55,2.21,https://a0.muscache.com/pictures/prohost-api/Hosting-1384674722728984396/original/bbb37176-9090-4d6d-91bb-fce8b510aea9.jpeg,Élysée,48.87465,2.32559,1,1
1384685280171625116,563248085,76,,354,Entire rental unit,Entire home/apt,within an hour,100%,f,t,12,4.33,4.75,4.75,2.16,https://a0.muscache.com/pictures/prohost-api/Hosting-1384685280171625116/original/621cebf7-03bc-400e-bcc1-652d719844d7.jpeg,Élysée,48.8710619,2.2981447,0,1
1382412544742085350,655400171,8,,290,Entire rental unit,Entire home/apt,within an hour,100%,t,t,13,4.77,4.85,4.92,2.6,https://a0.muscache.com/pictures/miso/Hosting-1382412544742085350/original/674e46a2-b3c2-4408-8326-3d3f35204527.jpeg,Élysée,48.8725,2.30401,0,-1
1384725823842174017,556042321,27,,331,Entire rental unit,Entire home/apt,within an hour,98%,,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/prohost-api/Hosting-1384725823842174017/original/69e7b9fb-a674-4fd5-b934-da2c7abab118.jpeg,Élysée,48.86842,2.31946,1,-1
1385480998590416128,404875280,1,,243,Entire rental unit,Entire home/apt,N/A,N/A,,t,3,5.0,5.0,5.0,1.03,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM4NTQ4MDk5ODU5MDQxNjEyOA==/original/67af0c66-c6b9-43b6-a6b6-5fafbe4d10e7.jpeg,Élysée,48.87006824998363,2.30700771526558,-1,-1
1384740523047158644,4777697,34,,105,Entire rental unit,Entire home/apt,within an hour,100%,f,t,1,5.0,5.0,5.0,0.26,https://a0.muscache.com/pictures/miso/Hosting-1384740523047158644/original/37bc14d0-b591-4ae5-bf11-e74a0462a045.png,Élysée,48.8721,2.31069,0,1
1383139260529478637,67295839,1,,6,Entire rental unit,Entire home/apt,within an hour,100%,t,t,6,5.0,5.0,4.67,1.2,https://a0.muscache.com/pictures/hosting/Hosting-1383139260529478637/original/7db64a6e-d9c5-498c-badf-bde85ac2d393.jpeg,Élysée,48.87885018516988,2.325748594281482,-1,1
1386797697225425947,566503331,61,,77,Entire rental unit,Entire home/apt,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-1386797697225425947/original/ec74edaf-5657-4407-ad1a-93c5eb9c5b25.jpeg,Élysée,48.8664084,2.3036914,1,0
1386813080125400749,686608656,4,,351,Entire rental unit,Entire home/apt,within an hour,98%,t,t,13,4.85,5.0,4.85,3.07,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM4NjgxMzA4MDEyNTQwMDc0OQ==/original/585aaef7-0fe5-4162-b21d-15dcdaf3b809.jpeg,Élysée,48.8706045,2.3091347,0,-1
1386813081122732202,686608656,4,,332,Entire rental unit,Entire home/apt,within an hour,98%,t,t,39,4.95,4.95,4.77,7.36,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM4NjgxMzA4MTEyMjczMjIwMg==/original/60956d1a-29ef-4cce-bf1a-aa8074c524a7.jpeg,Élysée,48.8718722,2.3176432,1,-1
1386813087869640910,686608656,4,,304,Entire rental unit,Entire home/apt,within an hour,98%,t,t,11,4.91,4.91,4.36,2.73,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM4NjgxMzA4Nzg2OTY0MDkxMA==/original/52ac95c2-5207-44d4-be49-62ceba68d146.jpeg,Élysée,48.8706045,2.3091347,1,-1
1386814098503835127,686608656,4,,321,Entire rental unit,Entire home/apt,within an hour,98%,t,t,12,4.92,5.0,4.75,2.24,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM4NjgxNDA5ODUwMzgzNTEyNw==/original/5191cc9d-f313-4666-bf41-8a1ceccc8e44.jpeg,Élysée,48.8706045,2.3091347,1,0
1389174264983133139,273589087,1,,232,Private room in rental unit,Private room,within an hour,100%,t,t,30,4.87,4.97,4.8,5.52,https://a0.muscache.com/pictures/miso/Hosting-1389174264983133139/original/a8a4655a-a45f-4b3a-a41e-03b0a0325bb9.jpeg,Élysée,48.8784748,2.302445000000001,-1,-1
1387166670949043460,28313443,135,,327,Entire rental unit,Entire home/apt,within an hour,100%,f,t,10,4.4,5.0,4.56,1.84,https://a0.muscache.com/pictures/prohost-api/Hosting-1387166670949043460/original/b09b7cec-2c5f-41e1-a591-04da8f8ba541.jpeg,Élysée,48.8746581,2.325753,1,0
1390688203834609616,685301787,4,,365,Entire rental unit,Entire home/apt,within a few hours,100%,t,f,2,5.0,5.0,5.0,0.54,https://a0.muscache.com/pictures/hosting/Hosting-1390688203834609616/original/16d0e55d-a1f9-40fb-9eb1-a1669c4f82b3.jpeg,Élysée,48.87347,2.30083,0,-1
1391133783308148456,687895789,1,,326,Entire rental unit,Entire home/apt,within an hour,100%,f,t,2,4.0,5.0,4.5,0.59,https://a0.muscache.com/pictures/prohost-api/Hosting-1391133783308148456/original/faf4bad9-00fb-421e-89d3-fd226f8ce9f9.jpeg,Élysée,48.87661,2.30466,-1,-1
1391214386591960722,474441983,26,,352,Entire rental unit,Entire home/apt,within an hour,100%,f,t,5,4.0,4.6,4.0,1.14,https://a0.muscache.com/pictures/prohost-api/Hosting-1391214386591960722/original/dfda2634-8c8a-4eca-ba8b-1275243bb04a.jpeg,Élysée,48.8714,2.30522,-1,0
1388305038057638776,394866909,2,,51,Entire rental unit,Entire home/apt,within a few hours,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1388305038057638776/original/f3e80a81-8232-4171-bcef-1e66cc3b1ba9.jpeg,Élysée,48.87045535291104,2.303663565169375,-1,-1
1389830590529298762,675682562,12,,365,Entire rental unit,Entire home/apt,within a few hours,75%,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1389830590529298762/original/7103ae64-bb5c-4e88-8741-63a30fbdb8c1.png,Élysée,48.87131,2.30723,0,0
1394052354894156383,9075801,1,,23,Entire rental unit,Entire home/apt,within an hour,100%,t,f,10,4.9,5.0,5.0,1.92,https://a0.muscache.com/pictures/miso/Hosting-1394052354894156383/original/d0497d48-431a-4ca0-980c-0531efc0ecc9.jpeg,Élysée,48.87209,2.32581,0,0
1394159381147806092,688654437,1,,24,Entire rental unit,Entire home/apt,within an hour,100%,f,t,3,5.0,5.0,5.0,0.83,https://a0.muscache.com/pictures/hosting/Hosting-1394159381147806092/original/d4b194d3-8afb-4cb4-bd88-04aed1c66d8b.png,Élysée,48.8726387,2.3238436,1,-1
1391951502368325751,524851930,184,,282,Entire rental unit,Entire home/apt,within an hour,100%,t,t,10,4.4,4.3,4.2,2.04,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM5MTk1MTUwMjM2ODMyNTc1MQ==/original/b6817aec-27b2-4b28-9de5-04d5a4c2ca9f.jpeg,Élysée,48.8650921,2.3010517,0,0
1394803026465643936,688836327,1,,318,Entire rental unit,Entire home/apt,within an hour,100%,t,t,26,4.69,4.92,4.54,5.42,https://a0.muscache.com/pictures/miso/Hosting-1394803026465643936/original/bacd88bd-c303-4f06-ba1f-c741263d7e2d.jpeg,Élysée,48.873261,2.3111361,-1,0
1394812696321486870,239342081,2,,331,Entire rental unit,Entire home/apt,within an hour,100%,,t,12,4.75,4.92,4.92,2.81,https://a0.muscache.com/pictures/prohost-api/Hosting-1394812696321486870/original/77edf1f3-e2b2-4f00-8f65-c84080a3f92e.jpeg,Élysée,48.8775644,2.2982881,1,-1
1394817081066731128,688434309,4,,318,Entire rental unit,Entire home/apt,within an hour,100%,t,t,2,5.0,5.0,5.0,1.58,https://a0.muscache.com/pictures/miso/Hosting-1394817081066731128/original/321b94b8-31fa-4ce0-8726-5ff86bf65384.jpeg,Élysée,48.8771662,2.3158826,-1,1
1396330450220902863,517086890,19,,331,Entire rental unit,Entire home/apt,within an hour,98%,f,t,16,4.88,5.0,5.0,3.38,https://a0.muscache.com/pictures/hosting/Hosting-1396330450220902863/original/ab4711a0-78a0-4d86-8f06-fe5f095820f1.jpeg,Élysée,48.86724,2.30309,0,0
